numeroChip,fecha_nacimiento,fecha_implantacion,sexo,raza,aptitud,provincia,municipio
985120015628067,28/01/2004,28/01/2004,H,COCKER SPANIEL AMERICANO - AMERICAN COCKER SPANIEL,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120016017442,06/02/2004,06/02/2004,M,DOBERMAN,GUARDA DEFENSA Y UTILIDAD,BURGOS,VALLE DE MENA
985120019220869,31/01/2004,31/01/2004,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,BURGOS,VALLE DE MENA
977200001638564,23/12/2003,23/12/2003,M,BOBTAIL - OLD ENGLISH SHEEPDOG - ANTIGUO PERRO DE PASTOR INGLES,LUJO Y COMPAÑIA,BURGOS,CONDADO DE TREVIÑO
985120013904592,03/10/2003,03/10/2003,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,CAZA,BADAJOZ,SAN VICENTE DE ALCÁNTARA
724098100506084,19/01/2004,19/01/2004,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,GRANADA,ATARFE
724098100486181,03/01/2004,03/01/2004,M,SETTER INGLES - ENGLISH SETTER,CAZA,CACERES,BARRADO
985100009958661,16/02/2004,16/02/2004,M,DACHSHUND - TECKEL (PERRO SALCHICHA) - DACKEL,CAZA,BURGOS,ESPINOSA DE LOS MONTEROS
985120016016812,23/02/2004,23/02/2004,H,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,PALENCIA,VILLAVIUDAS
724098100538013,06/02/2004,06/02/2004,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100010225020,28/11/2003,28/11/2003,M,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,ASTURIAS,OVIEDO
985100010161381,19/12/2003,19/12/2003,M,CARLINO - PUG - DOGUILLO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100010759655,26/12/2003,26/12/2003,H,COCKER SPANIEL AMERICANO - AMERICAN COCKER SPANIEL,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100509057,02/01/2003,02/01/2003,H,CANICHE - POODLE,LUJO Y COMPAÑIA,CANTABRIA,RAMALES DE LA VICTORIA
724098100574217,17/03/2004,17/03/2004,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LA RIOJA,CASTAÑARES DE RIOJA
724098100510636,10/02/2004,10/02/2004,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,CAZA,BARCELONA,CASTELLBISBAL
724098100572757,01/01/1999,26/03/2004,M,SAMOYEDO - SAMOIEDSKAÏA SABAKA,LUJO Y COMPAÑIA,LUGO,BARALLA
724098100528546,15/05/2001,16/02/2004,H,EPAGNEUL BRETON - SPANIEL BRETON,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100507020,07/01/2004,07/01/2004,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,ZARAGOZA,PEDROLA
724098100448507,22/10/2003,22/10/2003,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,MADRID,MADRID
724098100510146,26/11/2003,26/11/2003,H,PINSCHER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100561958,07/05/2004,07/05/2004,M,BICHON MALTES - MALTESE,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
977200001529585,24/01/2004,24/01/2004,M,CHOW CHOW  (OSITO DE PELUCHE),LUJO Y COMPAÑIA,BURGOS,CONDADO DE TREVIÑO
985120016048515,09/01/2004,09/01/2004,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,LA RIOJA,EZCARAY
985100010395261,12/07/2003,12/07/2003,M,BICHON MALTES - MALTESE,LUJO Y COMPAÑIA,NAVARRA,ARBIZU
985120009035162,16/09/2002,16/09/2002,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,VALLADOLID,VALLADOLID
985120013948206,17/12/2002,17/12/2002,M,BICHON MALTES - MALTESE,LUJO Y COMPAÑIA,MADRID,MADRID
985120014676729,03/03/2003,03/03/2003,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,MALAGA,MARBELLA
985100010716633,10/03/2004,10/03/2004,H,HUSKY SIBERIANO - SIBERIAN HUSKY,LUJO Y COMPAÑIA,BURGOS,MEDINA DE POMAR
724098100549344,29/03/2004,29/03/2004,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,HUESCA,SALLENT DE GÁLLEGO
985120016008281,16/02/2004,16/02/2004,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,ESCALANTE
985100010225877,13/02/2004,13/02/2004,H,SETTER INGLES - ENGLISH SETTER,CAZA,LA RIOJA,CASALARREINA
724098100525737,25/02/2004,25/02/2004,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BARCELONA,BARCELONA
724098100538453,20/02/2004,20/02/2004,H,CANICHE - POODLE,LUJO Y COMPAÑIA,VALENCIA,BÉTERA
724098100575779,25/02/2004,25/02/2004,M,POINTER,LUJO Y COMPAÑIA,BARCELONA,BARCELONA
724098100542561,26/02/2004,26/02/2004,M,POINTER,LUJO Y COMPAÑIA,BARCELONA,BARCELONA
724098100575310,26/02/2004,26/02/2004,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,BARCELONA,BARCELONA
985100010458566,10/03/2004,10/03/2004,H,DOBERMAN,LUJO Y COMPAÑIA,PONTEVEDRA,GUARDA (A)
985100010579947,07/02/2004,07/02/2004,H,HUSKY SIBERIANO - SIBERIAN HUSKY,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120019103800,03/03/2004,03/03/2004,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120016050446,28/02/2004,28/02/2004,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100010146751,12/02/2004,12/02/2004,M,CANICHE - POODLE,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100010728573,05/02/2004,05/02/2004,M,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,CORUÑA (A),MELIDE
985120019002511,27/02/2004,27/02/2004,M,BICHON MALTES - MALTESE,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120019038705,01/03/2004,01/03/2004,H,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100533819,25/03/2004,25/03/2004,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,GUARDA DEFENSA Y UTILIDAD,PONTEVEDRA,LALÍN
724098100575444,21/03/2004,21/03/2004,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,PALENCIA,GUARDO
985120016271292,30/03/2004,30/03/2004,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,ZAMORA,ZAMORA
985120019160003,13/12/2003,13/12/2003,M,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,GUARDA DEFENSA Y UTILIDAD,ASTURIAS,LLANERA
985120016047187,04/03/2004,04/03/2004,H,MONTAÑA DE LOS PIRINEOS - PERRO MONTAÑA DE LOS PIRINEOS,GUARDA DEFENSA Y UTILIDAD,BURGOS,BERBERANA
985120016039070,13/03/2004,13/03/2004,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,BURGOS,VALLE DE MENA
724098100539332,26/03/2004,26/03/2004,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,PONTEVEDRA,RODEIRO
985100010159503,12/03/2004,12/03/2004,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100547095,15/03/2004,15/03/2004,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,BURGOS,BURGOS
724098100573216,29/04/2004,29/04/2004,H,ROTTWEILER,LUJO Y COMPAÑIA,CORUÑA (A),CORUÑA (A)
724098100572390,24/04/2004,24/04/2004,M,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,LUJO Y COMPAÑIA,BARCELONA,FOGARS DE LA SELVA
724098100571289,26/04/2004,26/04/2004,M,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,LUJO Y COMPAÑIA,HUESCA,VILLANOVA
724098100520860,07/04/2004,07/04/2004,H,ROTTWEILER,LUJO Y COMPAÑIA,TOLEDO,MÉNTRIDA
985120016066633,15/04/2004,15/04/2004,M,GOLDEN RETRIEVER - COBRADOR DORADO,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,CASTRO-URDIALES
724098100570657,20/04/2004,20/04/2004,M,PEKINES - PEQUINES - PEKINOIS - PEKINGESE,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100539456,14/02/2004,14/02/2004,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CANTABRIA,RAMALES DE LA VICTORIA
724098100541910,14/02/2004,14/02/2004,H,DOGO ALEMAN - GRAN DANES - DEUTSCHE DOGGE,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,RAMALES DE LA VICTORIA
985120019309550,26/03/2004,26/03/2004,H,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100448980,18/03/2004,18/03/2004,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,PAMPLONA/IRUÑA
985120016015395,10/04/2004,10/04/2004,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120019220789,11/09/1999,18/04/2004,M,SCHNAUZER GIGANTE - RIESENSCHNAUZER,GUARDA DEFENSA Y UTILIDAD,BURGOS,VALLE DE MENA
724098100570417,23/04/2004,23/04/2004,H,SHIH TZU,LUJO Y COMPAÑIA,MALAGA,RINCÓN DE LA VICTORIA
724098100573243,23/04/2004,23/04/2004,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100573450,01/01/2004,01/01/2004,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,LA RIOJA,LOGROÑO
724098100508872,20/02/2004,20/02/2004,H,SPITZ LULU DE POMERANIA - LULU DE POMERANIA,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100575332,12/03/2004,12/03/2004,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100010190863,12/03/2004,12/03/2004,M,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,ZAMORA,VILLABUENA DEL PUENTE
724098100574564,18/03/2004,18/03/2004,M,STAFFORDSHIRE BULL TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100543849,02/02/2004,02/02/2004,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,BURGOS,BURGOS
724098100575551,11/04/2004,11/04/2004,H,CAIRN TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100540182,06/04/2004,06/04/2004,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LUGO,LUGO
724098100544346,01/06/2001,05/03/2004,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,LAREDO
724098100510460,21/04/2004,21/04/2004,M,MASTINO NAPOLETANO - MASTIN TERRACOTA,LUJO Y COMPAÑIA,CANTABRIA,LIMPIAS
985120016092050,22/04/2004,22/04/2004,H,SHIH TZU,LUJO Y COMPAÑIA,CANTABRIA,NOJA
724098100528215,03/02/2004,03/02/2004,M,STAFFORDSHIRE BULL TERRIER,LUJO Y COMPAÑIA,PONTEVEDRA,VIGO
724098100510748,01/10/2000,16/02/2004,M,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,AMPUERO
724098100507371,26/05/1996,16/02/2004,H,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,AMPUERO
724098100507299,19/02/2004,19/02/2004,M,POINTER,CAZA,CANTABRIA,AMPUERO
724098100511219,12/12/2003,12/12/2003,H,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,GURIEZO
724098100576742,29/05/2004,29/05/2004,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,VALLADOLID,MEDINA DE RIOSECO
724098100556639,24/04/2004,24/04/2004,M,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,SALAMANCA,CARBAJOSA DE LA SAGRADA
724098100509240,18/08/2000,28/11/2003,H,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,COLINDRES
724098100506089,01/12/2000,28/11/2003,M,SABUESO ESPAÑOL,CAZA,CANTABRIA,LIMPIAS
724098100510003,01/06/1992,28/11/2003,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,LIMPIAS
724098100560359,11/05/2004,11/05/2004,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,NAVARRA,VILLAVA/ATARRABIA
724098100507203,28/11/2003,28/11/2003,H,POINTER,CAZA,CANTABRIA,LIMPIAS
724098100511485,15/08/2001,28/11/2003,H,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,LIMPIAS
724098100510759,28/11/2003,28/11/2003,H,POINTER,CAZA,CANTABRIA,LIMPIAS
724098100523298,03/02/2004,03/02/2004,M,STAFFORDSHIRE BULL TERRIER,LUJO Y COMPAÑIA,CANTABRIA,RAMALES DE LA VICTORIA
724098100507282,11/08/1997,28/11/2003,H,POINTER,CAZA,CANTABRIA,COLINDRES
724098100555629,26/04/2004,26/04/2004,M,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,LUJO Y COMPAÑIA,NAVARRA,PAMPLONA/IRUÑA
724098100506024,27/11/1998,27/01/2004,H,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,CASTRO-URDIALES
724098100508263,27/01/2004,27/01/2004,H,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,CASTRO-URDIALES
724098100506521,15/01/1997,10/01/2004,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,AMPUERO
724098100504102,21/06/2001,08/01/2004,H,SETTER GORDON ESCOCES - GORDON SETTER,CAZA,CANTABRIA,LIENDO
724098100545446,14/04/2001,22/12/2003,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CANTABRIA,AMPUERO
724098100544590,21/07/2001,17/12/2003,H,GRIFON LEONADO DE BRETAÑA - FAWN BRITTANY GRIFFON - GRIFFON FAUVE DE BRETAGNE,CAZA,CANTABRIA,GURIEZO
724098100522238,03/01/2004,03/01/2004,M,STAFFORDSHIRE BULL TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100575871,02/03/2004,02/03/2004,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BARCELONA,BEGUES
985120021340351,15/04/2004,15/04/2004,H,ENGLISH SPRINGER SPANIEL - SPRINGER SPANIEL INGLES,LUJO Y COMPAÑIA,BURGOS,PINEDA DE LA SIERRA
724098100504499,02/04/2004,02/04/2004,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,NAVARRA,URDIAIN
724098100355597,05/11/2003,05/11/2003,H,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,TORRELAVEGA
122525246A,01/01/1997,31/12/1998,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,BURGOS
724098100563802,30/04/2004,30/04/2004,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,NAVARRA,UHARTE-ARAKIL
977200001647096,27/01/2004,27/01/2004,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,BURGOS,PUEBLA DE ARGANZÓN (LA)
977200001632643,09/01/2004,09/01/2004,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LA RIOJA,ANGUCIANA
985120016018030,24/05/2004,24/05/2004,M,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,VALLE DE MENA
724098100571818,29/03/2004,29/03/2004,H,MASTIN DEL PIRINEO,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,MEDIO CUDEYO
724098100573292,11/05/2004,11/05/2004,H,HUSKY SIBERIANO - SIBERIAN HUSKY,GUARDA DEFENSA Y UTILIDAD,BURGOS,VALLE DE MENA
985120016021872,04/05/2004,04/05/2004,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100010267714,05/04/2004,05/04/2004,M,COLLIE ROUGH - PASTOR ESCOCES DE PELO LARGO - COLLIE DE PELO LARGO -  ROUGH COLLIE,PASTOR,ASTURIAS,LLANERA
977200001662272,13/09/2003,13/09/2003,H,SAMOYEDO - SAMOIEDSKAÏA SABAKA,LUJO Y COMPAÑIA,GRANADA,TREVÉLEZ
977200001656826,22/12/2003,22/12/2003,M,BICHON FRISE PELO RIZADO (BICHON A POIL FRISE),LUJO Y COMPAÑIA,BARCELONA,FÍGOLS
724098100469465,19/02/2004,19/02/2004,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,VALLADOLID,VALLADOLID
985120019307464,22/06/1999,02/05/2004,H,SETTER GORDON ESCOCES - GORDON SETTER,CAZA,CANTABRIA,RAMALES DE LA VICTORIA
985100010381334,02/05/2004,02/05/2004,H,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,RAMALES DE LA VICTORIA
985120016020987,20/04/2004,20/04/2004,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100546952,05/05/2004,05/05/2004,M,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,LUJO Y COMPAÑIA,MADRID,MADRID
724098100545205,16/03/2004,16/03/2004,M,SETTER INGLES - ENGLISH SETTER,CAZA,BADAJOZ,GRANJA DE TORREHERMOSA
724098100574230,02/04/2004,02/04/2004,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,NAVARRA,ISABA/IZABA
724098100590930,09/06/2004,09/06/2004,H,EPAGNEUL BRETON - SPANIEL BRETON,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100357941,07/05/2004,07/05/2004,H,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120019271958,15/04/2004,15/04/2004,H,BICHON MALTES - MALTESE,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100523002,22/04/2004,22/04/2004,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,PALENCIA,CERVERA DE PISUERGA
724098100526754,03/06/2004,03/06/2004,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,GUARDA DEFENSA Y UTILIDAD,SANTA CRUZ DE TENERIFE,ARONA
724098100572804,28/05/2004,28/05/2004,M,SCOTTISH TERRIER - TERRIER ESCOCES,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100572396,28/05/2004,28/05/2004,M,SPITZ LULU DE POMERANIA - LULU DE POMERANIA,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100558274,28/05/2004,28/05/2004,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,NAVARRA,ALTSASU/ALSASUA
985100009888354,29/10/2002,29/10/2002,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,GUARDA DEFENSA Y UTILIDAD,PONTEVEDRA,VIGO
985120008883346,20/12/2001,20/12/2001,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,LEITZA
724098100571056,16/05/2004,16/05/2004,M,CANICHE - POODLE,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100572594,09/05/2004,09/05/2004,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,NAVARRA,OLLO
2013524932,10/12/2003,10/12/2003,M,SABUESO ESPAÑOL,CAZA,HUELVA,SANTA BÁRBARA DE CASA
985120015218935,28/01/2004,28/01/2004,H,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,CACERES,SANTIAGO DEL CAMPO
724098100502464,24/05/2004,24/05/2004,H,BULLDOG INGLES,LUJO Y COMPAÑIA,NAVARRA,PAMPLONA/IRUÑA
724098100564078,28/04/2004,28/04/2004,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,HUESCA,LANAJA
724098100563271,10/04/2004,10/04/2004,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,NAVARRA,BERA/VERA DE BIDASOA
116351555A,01/11/1996,01/11/1996,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,BERA/VERA DE BIDASOA
724098100571105,23/06/2004,23/06/2004,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,SORIA,SORIA
724098100571964,02/06/2004,02/06/2004,H,PERRO DE AGUA ESPAÑOL,LUJO Y COMPAÑIA,BURGOS,MEDINA DE POMAR
724098100555909,14/06/2004,14/06/2004,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,NAVARRA,CASCANTE
724098100540396,20/04/2004,20/04/2004,H,COLLIE ROUGH - PASTOR ESCOCES DE PELO LARGO - COLLIE DE PELO LARGO -  ROUGH COLLIE,LUJO Y COMPAÑIA,LA RIOJA,PRÉJANO
724098100572646,17/04/2004,17/04/2004,M,MASTIN ESPAÑOL,LUJO Y COMPAÑIA,MADRID,COLLADO VILLALBA
985120021157309,16/06/2004,16/06/2004,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,SALAMANCA,SALAMANCA
724098100586111,26/06/2004,26/06/2004,M,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,LUJO Y COMPAÑIA,BURGOS,TRESPADERNE
724098100592116,19/06/2004,19/06/2004,M,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,CANTABRIA,SANTOÑA
724098100468219,14/08/1999,29/03/2004,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,ASTURIAS,GIJÓN
724098100525114,07/06/2004,07/06/2004,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CANTABRIA,GURIEZO
985120021322015,02/04/2004,02/04/2004,H,BOXER,LUJO Y COMPAÑIA,ZARAGOZA,PEDROLA
985120018998248,05/06/2004,05/06/2004,H,SHIH TZU,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120019089808,22/06/2004,22/06/2004,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120019245593,21/05/2004,21/05/2004,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,ASTURIAS,LLANES
985120018997166,03/06/2004,03/06/2004,M,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,GIRONA,BLANES
724098100571552,10/05/2004,10/05/2004,H,DOGUE DE BORDEAUX - DOGO DE BURDEOS,LUJO Y COMPAÑIA,BALEARS (ILLES),PALMA DE MALLORCA
724098100570226,10/05/2004,10/05/2004,H,DOGUE DE BORDEAUX - DOGO DE BURDEOS,LUJO Y COMPAÑIA,CADIZ,PUERTO DE SANTA MARÍA (EL)
724098100573611,10/05/2004,10/05/2004,H,DOGUE DE BORDEAUX - DOGO DE BURDEOS,LUJO Y COMPAÑIA,MALAGA,ESTEPONA
724098100570214,10/05/2004,10/05/2004,H,DOGUE DE BORDEAUX - DOGO DE BURDEOS,LUJO Y COMPAÑIA,LA RIOJA,ARNEDO
724098100570243,01/02/2001,03/07/2004,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098100572619,04/05/2004,04/05/2004,M,SCHNAUZER MEDIANO,LUJO Y COMPAÑIA,CANTABRIA,ASTILLERO (EL)
977200001611941,07/04/2004,07/04/2004,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,LEON,PONFERRADA
977200001631995,06/04/2004,06/04/2004,H,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
977200001677104,18/03/2004,18/03/2004,H,COLLIE ROUGH - PASTOR ESCOCES DE PELO LARGO - COLLIE DE PELO LARGO -  ROUGH COLLIE,LUJO Y COMPAÑIA,LA RIOJA,VILLALBA DE RIOJA
985120019646856,20/04/2004,20/04/2004,H,SHIH TZU,LUJO Y COMPAÑIA,CANTABRIA,MERUELO
977200001597672,19/04/2004,19/04/2004,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,VALENCIA,XÀTIVA
977200001645659,07/06/2004,07/06/2004,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LA RIOJA,CASALARREINA
977200001597375,25/05/2004,25/05/2004,M,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,LA RIOJA,SANTO DOMINGO DE LA CALZADA
724098100555059,11/06/2004,11/06/2004,M,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,LUJO Y COMPAÑIA,NAVARRA,BETELU
724098100549799,16/06/2004,16/06/2004,M,BULLDOG INGLES,LUJO Y COMPAÑIA,JAEN,ALCAUDETE
724098100549264,17/06/2004,17/06/2004,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,LA RIOJA,ANGUCIANA
